Substance,Author,Year,OutputID,Study,TestType,Species,Route,DurationDays,Endpoint,qualifier,value,unit,Effect,Toxicity,value_numeric,value_qualifier,value_unit,value_qsar_ready,PubChem_CID,PubChem_MW,PubChem_CanonicalSMILES,PubChem_InChIKey,PubChem_Ambiguous,PubChem_Candidate_CIDs,PubChem_Error
CID_20381858,EFSA CEF,2010,2042,Human health,subchronic,Rat,Not reported,92.0,NOEL,=,1.4,mg/kg bw/day,not reported,not reported,1.4,=,,True,20381858,192.28,,QJDHQEQDIWDMOT-XFFZJAGNSA-N,False,,
CID_57350395,EFSA CEF,2010,2042,Human health,subchronic,Rat,Not reported,92.0,NOEL,=,1.4,mg/kg bw/day,not reported,not reported,1.4,=,,True,57350395,160.28,,RQOSXGWCILNIKB-UHFFFAOYSA-N,False,,
CID_6430892,EFSA AFC,2009,2319,Human health,subchronic,Rat,oral: gavage,92.0,NOEL,=,0.7,mg/kg bw/day,not reported,not reported,0.7,=,,True,6430892,120.22,,RFMHFOPFUZZBAD-UHFFFAOYSA-N,False,,
CID_6430892,EFSA CEF,2011,2066,Human health,subchronic,Rat,oral: gavage,92.0,NOEL,=,0.7,mg/kg bw/day,not reported,not reported,0.7,=,,True,6430892,120.22,,RFMHFOPFUZZBAD-UHFFFAOYSA-N,False,,
CID_6430892,EFSA CEF,2011,2120,Human health,subchronic,Rat,oral: gavage,92.0,NOEL,=,0.7,mg/kg bw/day,not reported,not reported,0.7,=,,True,6430892,120.22,,RFMHFOPFUZZBAD-UHFFFAOYSA-N,False,,
CID_6430892,EFSA CEF,2018,3043,Human health,subchronic,Rat,oral: gavage,92.0,NOEL,=,0.7,mg/kg bw/day,not reported,not reported,0.7,=,,True,6430892,120.22,,RFMHFOPFUZZBAD-UHFFFAOYSA-N,False,,
CID_6430888,EFSA AFC,2009,2319,Human health,subchronic,Rat,oral: gavage,92.0,NOEL,=,0.7,mg/kg bw/day,not reported,not reported,0.7,=,,True,6430888,134.24,,HABNNYNSJFKZFE-UHFFFAOYSA-N,False,,
CID_6430888,EFSA CEF,2011,2066,Human health,subchronic,Rat,oral: gavage,92.0,NOEL,=,0.7,mg/kg bw/day,not reported,not reported,0.7,=,,True,6430888,134.24,,HABNNYNSJFKZFE-UHFFFAOYSA-N,False,,
CID_6430888,EFSA CEF,2011,2120,Human health,subchronic,Rat,oral: gavage,92.0,NOEL,=,0.7,mg/kg bw/day,not reported,not reported,0.7,=,,True,6430888,134.24,,HABNNYNSJFKZFE-UHFFFAOYSA-N,False,,
CID_6430888,EFSA CEF,2018,3043,Human health,subchronic,Rat,oral: gavage,92.0,NOEL,=,0.7,mg/kg bw/day,not reported,not reported,0.7,=,,True,6430888,134.24,,HABNNYNSJFKZFE-UHFFFAOYSA-N,False,,
CID_527435,EFSA AFC,2009,2319,Human health,subchronic,Rat,oral: gavage,92.0,NOEL,=,0.7,mg/kg bw/day,not reported,not reported,0.7,=,,True,527435,132.23,,FSAGSGCELJTQFN-UHFFFAOYSA-N,False,,
CID_527435,EFSA CEF,2011,2066,Human health,subchronic,Rat,oral: gavage,92.0,NOEL,=,0.7,mg/kg bw/day,not reported,not reported,0.7,=,,True,527435,132.23,,FSAGSGCELJTQFN-UHFFFAOYSA-N,False,,
CID_527435,EFSA CEF,2011,2120,Human health,subchronic,Rat,oral: gavage,92.0,NOEL,=,0.7,mg/kg bw/day,not reported,not reported,0.7,=,,True,527435,132.23,,FSAGSGCELJTQFN-UHFFFAOYSA-N,False,,
CID_527435,EFSA CEF,2018,3043,Human health,subchronic,Rat,oral: gavage,92.0,NOEL,=,0.7,mg/kg bw/day,not reported,not reported,0.7,=,,True,527435,132.23,,FSAGSGCELJTQFN-UHFFFAOYSA-N,False,,
CID_62087,EFSA AFC,2009,2319,Human health,subchronic,Rat,oral: gavage,92.0,NOEL,=,0.7,mg/kg bw/day,not reported,not reported,0.7,=,,True,62087,106.19,,MJQWABQELVFQJL-UHFFFAOYSA-N,False,,
CID_62087,EFSA CEF,2011,2066,Human health,subchronic,Rat,oral: gavage,92.0,NOEL,=,0.7,mg/kg bw/day,not reported,not reported,0.7,=,,True,62087,106.19,,MJQWABQELVFQJL-UHFFFAOYSA-N,False,,
CID_62087,EFSA CEF,2011,2120,Human health,subchronic,Rat,oral: gavage,92.0,NOEL,=,0.7,mg/kg bw/day,not reported,not reported,0.7,=,,True,62087,106.19,,MJQWABQELVFQJL-UHFFFAOYSA-N,False,,
CID_9833996,EFSA AFC,2009,2319,Human health,subchronic,Rat,oral: gavage,92.0,NOEL,=,0.7,mg/kg bw/day,not reported,not reported,0.7,=,,True,9833996,148.23,,FPBCNQQYLDBWMH-UHFFFAOYSA-N,False,,
CID_9833996,EFSA CEF,2011,2066,Human health,subchronic,Rat,oral: gavage,92.0,NOEL,=,0.7,mg/kg bw/day,not reported,not reported,0.7,=,,True,9833996,148.23,,FPBCNQQYLDBWMH-UHFFFAOYSA-N,False,,
CID_9833996,EFSA CEF,2011,2120,Human health,subchronic,Rat,oral: gavage,92.0,NOEL,=,0.7,mg/kg bw/day,not reported,not reported,0.7,=,,True,9833996,148.23,,FPBCNQQYLDBWMH-UHFFFAOYSA-N,False,,
CID_9833996,EFSA CEF,2018,3043,Human health,subchronic,Rat,oral: gavage,92.0,NOEL,=,0.7,mg/kg bw/day,not reported,not reported,0.7,=,,True,9833996,148.23,,FPBCNQQYLDBWMH-UHFFFAOYSA-N,False,,
CID_85522,EFSA CEF,2010,2042,Human health,subchronic,Rat,Not reported,92.0,NOEL,=,1.4,mg/kg bw/day,not reported,not reported,1.4,=,,True,85522,120.17,,HZYCAKGEXXKCDM-UHFFFAOYSA-N,False,,
