Substance,Author,Year,OutputID,Study,TestType,Species,Route,DurationDays,Endpoint,qualifier,value,unit,Effect,Toxicity,value_numeric,value_qualifier,value_unit,value_qsar_ready,PubChem_CID,PubChem_MW,PubChem_CanonicalSMILES,PubChem_InChIKey,PubChem_Ambiguous,PubChem_Candidate_CIDs,PubChem_Error
CID_177,EFSA FEEDAP,2013,2209,Animal (target species) health,subchronic,Rat,oral: drinking water,77.0,NOAEL,=,120.0,mg/kg bw/day,other,hepatotoxicity,120.0,=,,True,177,44.05,,IKHGUXGNUITLKF-UHFFFAOYSA-N,False,,
Acetaldehyde group,EFSA FEEDAP,2013,2209,Animal (target species) health,subchronic,Rat,oral: drinking water,77.0,NOAEL,=,120.0,mg/kg bw/day,other,hepatotoxicity,120.0,=,,True,,,,,False,,Not Found
