Substance,Author,Year,OutputID,Study,TestType,Species,Route,DurationDays,Endpoint,qualifier,value,unit,Effect,Toxicity,value_numeric,value_qualifier,value_unit,value_qsar_ready,PubChem_CID,PubChem_MW,PubChem_CanonicalSMILES,PubChem_InChIKey,PubChem_Ambiguous,PubChem_Candidate_CIDs,PubChem_Error
CID_5284433,EFSA CONTAM,2017,2940,Human health,subchronic,Rat,oral: feed,90.0,RPF,=,1.0,dimensionless,immunology,immunotoxicity,1.0,=,,True,5284433,312.31,,UKOTXHQERFPCBU-XBXCNEFVSA-N,False,,
CID_165362862,EFSA CONTAM,2017,2940,Human health,subchronic,Rat,oral: feed,90.0,RPF,=,1.0,dimensionless,immunology,immunotoxicity,1.0,=,,True,165362862,474.5,,PZTOGTVTHICCFS-MCURVQOZSA-N,False,,
