Substance,Author,Year,OutputID,Study,TestType,Species,Route,DurationDays,Endpoint,qualifier,value,unit,Effect,Toxicity,value_numeric,value_qualifier,value_unit,value_qsar_ready,PubChem_CID,PubChem_MW,PubChem_CanonicalSMILES,PubChem_InChIKey,PubChem_Ambiguous,PubChem_Candidate_CIDs,PubChem_Error
CID_4021277,EFSA,2011,1288,Human health,reproduction toxicity,Rat,Not reported,,NOAEL,=,2.0,mg/kg bw/day,development,musclo-skeletal,2.0,=,,True,4021277,325.1,,WSABVXQKFNLRDA-UHFFFAOYSA-N,False,,
CID_86417,EFSA,2011,1288,Human health,reproduction toxicity,Rat,Not reported,,NOAEL,=,2.0,mg/kg bw/day,development,musclo-skeletal,2.0,=,,True,86417,376.2,,IJJVMEJXYNJXOJ-UHFFFAOYSA-N,False,,
